judge_version,dataset,approach,wer,mar,n,file
v1_judge,commonvoice,context_aware_v2_confidence,0.18328387296806484,0.58,150,results/combinations/context_v2_confidence/context_v2conf_commonvoice_qwen_sub150.json
v1_judge,commonvoice,context_aware_v2_confidence,0.18328387296806484,0.5466666666666666,150,results/combinations/context_v2_confidence/context_v2conf_commonvoice_qwen_t080_sub150.json
v1_judge,commonvoice,naive_confidence,0.20396864065199097,0.64,150,results/combinations/naive_confidence/naive_conf_commonvoice_qwen_t080_sub150.json
v1_judge,commonvoice,naive_confidence,0.1971475395313815,0.6133333333333333,150,results/combinations/naive_confidence/naive_conf_commonvoice_qwen_t050_sub150.json
v1_judge,commonvoice,naive_confidence,0.19843203259954822,0.62,150,results/combinations/naive_confidence/naive_conf_commonvoice_qwen_sub150.json
v1_judge,edacc,?,0.24844462878473664,0.3787878787878788,198,results/combinations/naive/naive_edacc_qwen14bsel_p2_qwenjud.json
v1_judge,edacc,?,0.7353795105765243,0.3333333333333333,198,results/combinations/naive/naive_edacc_mistralsel_p3_qwenjud.json
v1_judge,edacc,?,0.27333056822895063,0.3838383838383838,198,results/combinations/naive/naive_edacc_gemma2sel_p2_qwenjud.json
v1_judge,edacc,?,0.7357942762339278,0.37373737373737376,198,results/combinations/naive/naive_edacc_llamasel_p2_qwenjud.json
v1_judge,edacc,?,0.2185815014516798,0.3838383838383838,198,results/combinations/naive/naive_edacc_gemma2sel_p3_qwenjud.json
v1_judge,edacc,?,0.34467026130236417,0.398989898989899,198,results/combinations/naive/naive_edacc_mistralsel_p2_qwenjud.json
v1_judge,edacc,?,0.2086271256739942,0.398989898989899,198,results/combinations/naive/naive_edacc_qwensel_p1_qwenjud.json
v1_judge,edacc,?,0.19908751555371215,0.3838383838383838,198,results/combinations/naive/naive_edacc_qwen14bsel_p3_qwenjud.json
v1_judge,edacc,?,0.25051845707175446,0.4090909090909091,198,results/combinations/naive/naive_edacc_llamasel_p3_qwenjud.json
v1_judge,edacc,?,0.19784321858150145,0.3939393939393939,198,results/combinations/naive/naive_edacc_qwensel_p3_qwenjud.json
v1_judge,edacc,?,0.31812525922853585,0.3888888888888889,198,results/combinations/naive/naive_edacc_gemma2sel_p1_qwenjud.json
v1_judge,edacc,?,0.28328494400663623,0.42424242424242425,198,results/combinations/naive/naive_edacc_qwen14bsel_p1_qwenjud.json
v1_judge,edacc,?,0.3363749481542928,0.41919191919191917,198,results/combinations/naive/naive_edacc_llamasel_p1_qwenjud.json
v1_judge,edacc,?,0.34840315221899626,0.3484848484848485,198,results/combinations/naive/naive_edacc_qwensel_p2_qwenjud.json
v1_judge,edacc,?,1.384072998755703,0.4797979797979798,198,results/combinations/naive/naive_edacc_mistralsel_p1_qwenjud.json
v1_judge,edacc,context_aware,0.2583990045624222,0.43434343434343436,198,results/combinations/context/context_edacc_mistral.json
v1_judge,edacc,context_aware,0.20199087515553713,0.3939393939393939,198,results/combinations/context/context_edacc_qwen.json
v1_judge,edacc,context_aware,0.1870593114890087,0.36363636363636365,198,results/combinations/context/context_edacc_gemma2.json
v1_judge,edacc,context_aware_v1_confidence,0.19001148105625718,0.18,150,results/combinations/context_v1_confidence/context_v1conf_edacc_qwen_t080_sub150.json
v1_judge,edacc,context_aware_v1_confidence,0.19345579793340986,0.18,150,results/combinations/context_v1_confidence/context_v1conf_edacc_qwen_t050_sub150.json
v1_judge,edacc,context_aware_v1_confidence,0.18714121699196326,0.16666666666666666,150,results/combinations/context_v1_confidence/context_v1conf_edacc_qwen_sub150.json
v1_judge,edacc,context_aware_v2,0.19115958668197475,0.38666666666666666,150,results/combinations/context_v2/context_v2_edacc_qwen_sub150.json
v1_judge,edacc,context_aware_v2,0.17623421354764637,0.4,150,results/combinations/context_v2/context_v2_edacc_gemma2_sub150.json
v1_judge,edacc,context_aware_v2_confidence,0.18714121699196326,0.19333333333333333,150,results/combinations/context_v2_confidence/context_v2conf_edacc_qwen_sub150.json
v1_judge,edacc,context_aware_v2_confidence,0.1991963260619977,0.18666666666666668,150,results/combinations/context_v2_confidence/context_v2conf_edacc_qwen_t050_sub150.json
v1_judge,edacc,context_aware_v2_confidence,0.1888633754305396,0.18666666666666668,150,results/combinations/context_v2_confidence/context_v2conf_edacc_qwen_t080_sub150.json
v1_judge,edacc,naive_confidence,0.19345579793340986,0.20666666666666667,150,results/combinations/naive_confidence/naive_conf_edacc_qwen_sub150.json
v1_judge,edacc,naive_confidence,0.1991963260619977,0.19333333333333333,150,results/combinations/naive_confidence/naive_conf_edacc_qwen_t050_sub150.json
v1_judge,edacc,naive_confidence,0.19517795637198623,0.2,150,results/combinations/naive_confidence/naive_conf_edacc_qwen_t080_sub150.json
v1_judge,english_dialects,?,0.04176968498211117,0.08611875737318128,2543,results/combinations/naive/naive_english_dialects_gemma2sel_p3_qwenjud.json
v1_judge,english_dialects,?,0.04310771110270805,0.0896578843885175,2543,results/combinations/naive/naive_english_dialects_qwensel_p3_qwenjud.json
v1_judge,english_dialects,context_aware,0.04156607231158556,0.09555642941407787,2543,results/combinations/context/context_english_dialects_gemma2.json
v1_judge,english_dialects,context_aware,0.045114750283603365,0.10774675580023595,2543,results/combinations/context/context_english_dialects_qwen.json
v1_judge,english_dialects,context_aware,0.05930946217167457,0.1321274085725521,2543,results/combinations/context/context_english_dialects_mistral.json
v1_judge,english_dialects,context_aware_v1_confidence,0.04052734375,0.07333333333333333,150,results/combinations/context_v1_confidence/context_v1conf_english_dialects_qwen_sub150.json
v1_judge,english_dialects,context_aware_v2,0.03759765625,0.11333333333333333,150,results/combinations/context_v2/context_v2_english_dialects_qwen_sub150.json
v1_judge,english_dialects,context_aware_v2_confidence,0.037109375,0.06666666666666667,150,results/combinations/context_v2_confidence/context_v2conf_english_dialects_qwen_sub150.json
v1_judge,english_dialects,naive_confidence,0.03759765625,0.06666666666666667,150,results/combinations/naive_confidence/naive_conf_english_dialects_qwen_sub150.json
v1_judge,shetland,?,0.10225907233838019,0.91,100,results/combinations/naive/naive_shetland_gemma2sel_p3_qwenjud.json
v1_judge,shetland,?,0.10346070656092285,0.87,100,results/combinations/naive/naive_shetland_qwensel_p3_qwenjud.json
v1_judge,shetland,context_aware,0.11018985820716173,0.91,100,results/combinations/context/context_shetland_gemma2.json
v1_judge,shetland,context_aware,0.10285988944965152,0.88,100,results/combinations/context/context_shetland_qwen.json
v1_judge,shetland,context_aware_v2,0.10622446527277096,0.9,100,results/combinations/context_v2/context_v2_shetland_qwen_sub150.json
v2_judge,commonvoice,?,0.19116800283474333,0.52,150,results/combinations_v2judge/naive/naive_commonvoice_qwensel_p3_qwenjud_sub150.json
v2_judge,commonvoice,baseline,0.18036054391637507,0.62,150,results/combinations_v2judge/baseline/baseline_commonvoice_qwen_sub150.json
v2_judge,commonvoice,context_aware,0.18155645125570272,0.5133333333333333,150,results/combinations_v2judge/context/context_commonvoice_qwen_sub150.json
v2_judge,commonvoice,context_aware_v1_confidence,0.1835496301545821,0.52,150,results/combinations_v2judge/context_v1_confidence/context_v1conf_commonvoice_qwen_t050_sub150.json
v2_judge,commonvoice,context_aware_v1_confidence,0.1849227089515879,0.5333333333333333,150,results/combinations_v2judge/context_v1_confidence/context_v1conf_commonvoice_qwen_t080_sub150.json
v2_judge,commonvoice,context_aware_v2,0.18208796562873722,0.5133333333333333,150,results/combinations_v2judge/context_v2/context_v2_commonvoice_qwen_sub150.json
v2_judge,commonvoice,context_aware_v2_confidence,0.18394826593435798,0.5333333333333333,150,results/combinations_v2judge/context_v2_confidence/context_v2conf_commonvoice_qwen_t050_sub150.json
v2_judge,commonvoice,context_v2,0.18142357266244408,0.4866666666666667,150,results/combinations_v2judge/context_v2_whisperx/context_v2_commonvoice_qwen_sub150.json
v2_judge,commonvoice,context_v2_confidence,0.182398015679674,0.49333333333333335,150,results/combinations_v2judge/context_v2_confidence_whisperx/context_v2conf_commonvoice_qwen_t080_sub150.json
v2_judge,commonvoice,context_v2_confidence,0.18478983035832927,0.5466666666666666,150,results/combinations_v2judge/context_v2_confidence/context_v2conf_commonvoice_qwen_t080_sub150 copy.json
v2_judge,commonvoice,context_v2_confidence,0.18478983035832927,0.54,150,results/combinations_v2judge/context_v2_confidence/context_v2conf_commonvoice_qwen_t080_sub150.json
v2_judge,commonvoice,naive_confidence,0.20396864065199097,0.5866666666666667,150,results/combinations_v2judge/naive_confidence/naive_conf_commonvoice_qwen_t080_sub150.json
v2_judge,commonvoice,rover,0.18230942995083493,0.62,150,results/combinations_v2judge/rover_whisperx/rover_commonvoice_sub150_no_resolver.json
v2_judge,commonvoice,rover,0.1851441732736856,0.5333333333333333,150,results/combinations_v2judge/rover_whisperx/rover_commonvoice_sub150.json
v2_judge,commonvoice,rover,0.18230942995083493,0.62,150,results/combinations_v2judge/rover/rover_commonvoice_sub150_no_resolver.json
v2_judge,commonvoice,rover,0.18452407317181202,0.5866666666666667,150,results/combinations_v2judge/rover/rover_commonvoice_sub150_pass_buggy.json
v2_judge,commonvoice,rover,0.1851441732736856,0.5333333333333333,150,results/combinations_v2judge/rover/rover_commonvoice_sub150___no_pass.json
v2_judge,commonvoice,rover,0.1851441732736856,0.5333333333333333,150,results/combinations_v2judge/rover/rover_commonvoice_sub150.json
v2_judge,edacc,?,0.19517795637198623,0.2733333333333333,150,results/combinations_v2judge/naive/naive_edacc_qwensel_p3_qwenjud_sub150.json
v2_judge,edacc,baseline,0.16647531572904709,0.24,150,results/combinations_v2judge/baseline/baseline_edacc_qwen_sub150.json
v2_judge,edacc,context_aware,0.19173363949483352,0.25333333333333335,150,results/combinations_v2judge/context/context_edacc_qwen_sub150.json
v2_judge,edacc,context_aware_v1_confidence,0.19001148105625718,0.26,150,results/combinations_v2judge/context_v1_confidence/context_v1conf_edacc_qwen_t080_sub150.json
v2_judge,edacc,context_aware_v2,0.19115958668197475,0.24,150,results/combinations_v2judge/context_v2/context_v2_edacc_qwen_sub150.json
v2_judge,edacc,context_v2,0.19517795637198623,0.28,150,results/combinations_v2judge/context_v2_whisperx/context_v2_edacc_qwen_sub150.json
v2_judge,edacc,context_v2_confidence,0.1859931113662457,0.30666666666666664,150,results/combinations_v2judge/context_v2_confidence_whisperx/context_v2conf_edacc_qwen_t080_sub150.json
v2_judge,edacc,context_v2_confidence,0.19001148105625718,0.28,150,results/combinations_v2judge/context_v2_confidence/context_v2conf_edacc_qwen_t080_sub150 copy.json
v2_judge,edacc,naive_confidence,0.19517795637198623,0.26666666666666666,150,results/combinations_v2judge/naive_confidence/naive_conf_edacc_qwen_t080_sub150.json
v2_judge,edacc,rover,0.1819747416762342,0.2866666666666667,150,results/combinations_v2judge/rover_whisperx/rover_edacc_sub150_no_resolver.json
v2_judge,edacc,rover,0.1859931113662457,0.26666666666666666,150,results/combinations_v2judge/rover_whisperx/rover_edacc_sub150.json
v2_judge,edacc,rover,0.1859931113662457,0.26666666666666666,150,results/combinations_v2judge/rover/rover_edacc_sub150.json
v2_judge,english_dialects,?,0.03857421875,0.10666666666666667,150,results/combinations_v2judge/naive/naive_english_dialects_qwensel_p3_qwenjud_sub150.json
v2_judge,english_dialects,baseline,0.04052734375,0.12666666666666668,150,results/combinations_v2judge/baseline/baseline_english_dialects_qwen_sub150.json
v2_judge,english_dialects,context_aware,0.0390625,0.1,150,results/combinations_v2judge/context/context_english_dialects_qwen_sub150.json
v2_judge,english_dialects,context_aware_v1_confidence,0.041015625,0.10666666666666667,150,results/combinations_v2judge/context_v1_confidence/context_v1conf_english_dialects_qwen_t080_sub150.json
v2_judge,english_dialects,context_aware_v2,0.03759765625,0.1,150,results/combinations_v2judge/context_v2/context_v2_english_dialects_qwen_sub150.json
v2_judge,english_dialects,context_aware_v2_confidence,0.03955078125,0.09333333333333334,150,results/combinations_v2judge/context_v2_confidence/context_v2conf_english_dialects_qwen_t080_sub150.json
v2_judge,english_dialects,context_v2,0.03759765625,0.08,150,results/combinations_v2judge/context_v2_whisperx/context_v2_english_dialects_qwen_sub150.json
v2_judge,english_dialects,context_v2_confidence,0.04052734375,0.11333333333333333,150,results/combinations_v2judge/context_v2_confidence_whisperx/context_v2conf_english_dialects_qwen_t080_sub150.json
v2_judge,english_dialects,naive_confidence,0.0400390625,0.10666666666666667,150,results/combinations_v2judge/naive_confidence/naive_conf_english_dialects_qwen_t080_sub150.json
v2_judge,english_dialects,rover,0.04052734375,0.11333333333333333,150,results/combinations_v2judge/rover_whisperx/rover_english_dialects_sub150_no_resolver.json
v2_judge,english_dialects,rover,0.03662109375,0.08,150,results/combinations_v2judge/rover/rover_english_dialects_sub150.json
v2_judge,shetland,?,0.10346070656092285,0.75,100,results/combinations_v2judge/naive/naive_shetland_qwensel_p3_qwenjud_sub150.json
v2_judge,shetland,baseline,0.12256669069935111,0.78,100,results/combinations_v2judge/baseline/baseline_shetland_qwen.json
v2_judge,shetland,context_aware,0.10285988944965152,0.79,100,results/combinations_v2judge/context/context_shetland_qwen_sub150.json
v2_judge,shetland,context_aware_v1_confidence,0.10826724345109348,0.78,100,results/combinations_v2judge/context_v1_confidence/context_v1conf_shetland_qwen_t080_sub150.json
v2_judge,shetland,context_aware_v2,0.10622446527277096,0.82,100,results/combinations_v2judge/context_v2/context_v2_shetland_qwen_sub150.json
v2_judge,shetland,context_aware_v2_confidence,0.10910838740687334,0.76,100,results/combinations_v2judge/context_v2_confidence/context_v2conf_shetland_qwen_t080_sub150.json
v2_judge,shetland,naive_confidence,0.11115116558519586,0.77,100,results/combinations_v2judge/naive_confidence/naive_conf_shetland_qwen_t080_sub150.json
v2_judge,shetland,rover,0.11824080749819754,0.87,100,results/combinations_v2judge/rover/rover_shetland_sub150.json
